Ref..,Items,Acceptable.Key.s,Notes,Domain,Construct,Subconstruct,Level,grade,example,type,title,alternative,SkillVariant,Skill
R1.3.1_M,"According to Nazneen, what sound would show that something alive was in the hole?",Refers to “yelp”,"The synonymous matches required are to link “sound” in the question to “hear” in the text and to link “something alive” to an animal. There is competing information, as two other sounds are mentioned.",R,1,3,M,7,1,Story,The Hole,0,a,1
R2.1.1_M,Nazneen was peering into the hole. What does “peering” mean? A. Looking B. Climbing C. Reaching D. Digging,A: Looking,"“Peering” is likely to be an unfamiliar word for grade seven. The options are all plausible, requiring attention to contextual clues that show Nazneen is not trying to enlarge or enter the hole.",R,2,1,M,7,1,Story,The Hole,0,a,1
R2.2.1_E,What was actually in the bottom of the hole?,Refers to water or any other liquid,A link must be inferred across paragraphs to connect the splash at the end of the story back to Nazneen declaring she will drop the stone into the hole. The splash implies water. There is strongly competing information as many other things are suggested as possibilities.,R,2,2,E,7,1,Story,The Hole,0,a,1
R2.2.1_M,"How did Samsur feel when Nazneen said he could climb into the hole? A. Excited B. Curious C. Frightened D. Disappointed According to Nazneen, why did Samsur not want to climb into the hole?",C: Frightened Refers to fearing a big animal,"The information required is provided across adjacent paragraphs. Samsur turns pale, hesitates, and then declares he cannot go in the hole, as he has a sore foot. The implication that he is afraid is provided by Nazneen at the start of the following paragraph where she clearly reflects that Samsur’s decision has nothing to do with a sore foot. A link must be inferred between Samsur refusing to go into the hole and Nazneen dismissing his reason and implying that Samsur is afraid of the possibility of a large animal in the hole. There is strong competing information, as Samsur says he has a sore foot, but Nazneen immediately dismisses this.",R,2,2,M,7,1,Story,The Hole,0,a,1
R2.2.3_M,The children made many suggestions about what was down in the hole. Put the suggestions in order as they appear in the story. · Animal · Coin · Dirt · Sword,Order is: · Animal (4) · Coin (1) · Dirt (3) · Sword (2),"The ideas the children suggest for what is down in the hole are scattered across the first two-thirds of the text, so they are not prominent.",R,2,2,M,7,1,Story,The Hole,0,a,3
R3.1.3_M,Who is this text most likely written for? A. Kindergarten children B. School students C. University students D. Government officials,B: School students,"The audience is not stated, but there are prominent clues that it is intended for school students. The tone of the opening paragraph suggests an audience with limited understanding of the topic. The simple language, simple diagrams, and short text length suggest it is not intended for a serious adult audience, such as university students or government officials. On the other hand, the unfamiliar content and the diagrammatic style of the graphics make the text seem an unlikely choice for kindergarten children.",R,3,1,M,7,2,Information,How Shells Climb Mountains,0,a,3
R3.1.3b_M,Who do you think this text is most suitable for? Circle one. Primary students Secondary students Give a reason for your choice using evidence from the text,"Provides a plausible reason based on features of the text, e.g., primary because the pictures are easy to understand or the text is short and simple, OR secondary because the ideas are hard or there are some hard words","The most prominent evidence in the text that supports audience is likely to be the diagrams, which could be reasonably justified as simple and clear enough for primary students, or containing difficult/unfamiliar ideas or unfamiliar words, like wrinkled, and therefore suited to secondary students. Students who have been taught to reflect on the style of texts may also select examples of style to support their opinion.",R,3,1,M,7,2,Information,How Shells Climb Mountains,0,b,3
R1.2.2_M,    What do the shells in this diagram show? A. How people move shells B. Shells found on a beach C. Shells on the bottom of the sea D. How shells get to the top of mountains,C: Shells on the bottom of the sea        ,"The information can be obtained by recognizing that the blue color in the diagram is the sea, so the diagram illustrates shells at the bottom of the sea. The only information possibly required from the text is to confirm that the blue color is the sea.     ",R,1,2,M,7,2,Information,How Shells Climb Mountains,0,a,2
R1.2.2_P,     What do the arrows show about the islands?,Refers to the islands coming closer or the direction of movement of each island   ,"The arrows need to be linked to the caption, “The islands came closer” to identify what the arrows show. This information is prominent, as there is only one other label (shells) on the diagram. The required information can also be found in the sentence immediately above the diagram. ",R,1,2,P,7,2,Information,How Shells Climb Mountains,0,a,2
R1.3.2_M,      What does this diagram show? A. Wrinkled bed sheets. B. The islands finally joined together. C. The sea floor being squashed between the islands. D. The tallest mountain in the world.,C: The sea floor being squashed between the islands.          ,The word “wrinkled” from the caption “The sea floor wrinkled” can be directly matched to the text. “It wrinkled” must be linked to the sea floor mentioned in the previous sentence in order to locate the explanation that wrinkling happens when the sea floor between the islands gets squashed (synonymous match to wrinkle).      ,R,1,3,M,7,2,Information,How Shells Climb Mountains,0,a,2
R2.1.1b_M,"“It wrinkled, like bed sheets, or fallen down socks.” Which aspect of fallen-down socks is relevant in this text? A. What the socks look like B. When the socks fell down C. What the socks are made from D. Why the socks have fallen down",A: What the socks look like      ,"Fallen-down socks is a familiar image, but to understand the intended meaning of this figurative language (a simile) in this context, the reader needs to know that the relevant aspect of the socks is what they look like. There are multiple clues, as this is reinforced with the example of wrinkled bedsheets as well as the illustrations of wrinkles in the sea floor in the diagrams. ",R,2,1,M,7,2,Information,How Shells Climb Mountains,0,b,1
R2.2.2_M,       This is a part of the second diagram.   Look at the shell that the arrow is pointing to. Where is this shell most likely to be when the islands join together?,"2 points: Refers to being at the top of a mountain (1 point responses only refer to “on top,” “up high,” or “above the water”)         ","For full credit (a score of 2), the diagram needs to be linked to the text to identify what will happen in the final stage. The implication is that the shells that are shown on the top of small hills in the diagram will continue to rise and end up on the top of tall mountains as the islands move together—linking back to the title of the text and the first paragraph, and to the last paragraph of the text. There is limited competing information, as the only other  possibility is that the shell will be carried down, which is unlikely given its position above all the other shells.   ",R,2,2,M,7,2,Information,How Shells Climb Mountains,0,a,2
R2.2.2_P,       This is a part of the second diagram. Look at the shell that the arrow is pointing to. Where is this shell most likely to be when the islands join together?,"1 point: Refers to “on top,” “up high,” or “above the water”         ","This is a partial credit item, with the possibility of a score of 1 or 2. For partial credit (a score of 1), the diagram can be correctly interpreted in general terms but without reference to the specific relevant information in the text. The diagram implies that the shell will be up high, above the water, or on top of the islands when they join together.    ",R,2,2,P,7,2,Information,How Shells Climb Mountains,0,a,2
R3.1.1_M,Why are there two diagrams in the text? A. To show two ways of drawing the same thing B. To show what happened over a long period of time C. To show shells in different parts of the world D. To show different ideas about what might have happened Why does the text refer to bedsheets and fallen- down socks? A. To remind readers about where they live B. To keep readers amused C. To tell readers what is coming next in the text D. To help readers to understand an idea,B: To show what happened over a long period of time      D: To help readers to understand an idea    ,"The purpose of the two diagrams to show a sequence of events is clearly implied in the text. There are multiple clues with the repeated references to “a long time ago,” and “over a long, long time, the islands came closer together,” but the purpose is not explicitly stated. There is limited competing information, as other plausible purposes for diagrams are not supported by the text.  The purpose of using examples of bedsheets and fallen-down socks to help readers understand the idea of the sea floor wrinkling is implied. The purpose is less obvious, as the examples appear to be unrelated to sea floors and shell fish. However, there are additional clues provided in the diagrams, which also illustrate wrinkling. There is no competing information.",R,3,1,M,7,2,Information,How Shells Climb Mountains,0,a,1
R3.1.1_P,Why does the text include diagrams?    ,Refers to helping to explain/understand ideas   ,"The usual purpose of diagrams in an information text is to help explain ideas. The purpose is prominent because of the close links between the text descriptions and the images, but the purpose is not explicitly stated. There is no competing information.",R,3,1,P,7,2,Information,How Shells Climb Mountains,0,a,1
R3.1.2_M,The writer uses familiar objects to help readers understand an unfamiliar idea. What is one of these objects?,Writes “(fallen-down) socks” or “bed sheets” ,There are two examples of familiar objects being used to illustrate an unfamiliar idea. Either is acceptable. There are no other examples provided in the text.,R,3,1,M,7,2,Information,How Shells Climb Mountains,0,a,2
R1.1.1_M,Jenny writes that the children “become more confident.” What does the word “confident” tell about the children? A. They become eager to learn. B. They become able to concentrate. C. They become sure of themselves. D. They become helpful to their families.,C. They become sure of themselves.    ,"“Confident” is a word that most grade seven students are likely to be familiar with. The question asks for a definition of “confident” from options that are plausible in the context, so prior knowledge of the word is needed to answer the question correctly. (Note that while “confident” in English is likely to be a common word for grade seven students, this may not apply in other languages.)",R,1,1,M,7,3,Persuasive,Dear Uncle and Aunty,0,a,1
R2.2.1_M,What is one reason Jenny does not want to work in a bank? A. The training is too long. B. The training is not useful. C. Bank work is difficult to do well. D. She likes teaching more. ,D. She likes teaching more.     ,"The implication that Jenny has decided not to work in a bank must be drawn from clues across the second and third paragraphs. In the second paragraph, Jenny is grateful and positive about the usefulness of the course that she is about to complete. In the third paragraph, she outlines the pleasure she derives from teaching. There is limited competing information, as the text is almost entirely about Jenny’s idea of becoming a teacher, rather than her dislike of the bank work.",R,2,2,M,7,3,Persuasive,Dear Uncle and Aunty,0,a,1
R2.2.4_M,What is Jenny’s point of view about her decision to become a teacher? A. She needs permission from her Uncle and Aunty. B. She has to have a job at the school first. C. She has the right to make this choice. D. She needs permission from the bank.,C. She has the right to make this choice.    ,"Jenny’s point of view about having the right to make her own decision about becoming a teacher is prominent in the text (referred to in each of the three main paragraphs), but she does not explicitly say that this is her right. There is limited competing information in the text, but readers may bring preconceptions about who ought to be involved in making the decision.",R,2,2,M,7,3,Persuasive,Dear Uncle and Aunty,0,a,4
R2.2.6_M,What is Jenny’s attitude to her Uncle and Aunty? A. She will do whatever they say is best. B. She no longer cares what they think. C. She would like them to agree with her decision. D. She found it difficult when they supported her.  ,C. She would like them to agree with her decision.    ,"Synthesizing information across the text shows that Jenny still cares what her aunt and uncle think, even though she has made a definite decision to do something that they may not approve of. In the second paragraph, she is thankful and appreciative of their efforts and repeats her gratitude for their support at the end. Jenny goes to extensive lengths to outline the reasons she has decided to be a teacher in the hope that she can persuade her aunt and uncle to agree with her decision.",R,2,2,M,7,3,Persuasive,Dear Uncle and Aunty,0,a,6
R2.3.1_M,What is the main thing Jenny hopes to achieve when she is a teacher? A. Getting a job at the local school. B. Showing older children how to help younger children. C. Helping children lead good lives when they grow up. D. Letting children share their new skills with their family.,C. Help children to lead good lives when they grow up.   ,"All of the reasons are referred to in the text. The task is to differentiate the overarching main idea of wanting to help children lead good lives from the secondary details of some of the steps involved in doing this, all of which contribute to Jenny’s overarching purpose. The third paragraph concludes with Jenny’s main idea, providing an additional clue through the structure about what Jenny thinks is most important.",R,2,3,M,7,3,Persuasive,Dear Uncle and Aunty,0,a,1
R3.3.1_M,Which of the following is an opinion? A. I will be free to look for work elsewhere. B. I live in a large apartment block. C. In my spare time I have been teaching reading and mathematics. D. I am sure they will all grow up to lead good lives.,D. I am sure they will all grow up to lead good lives.   ,"All the statements are personal and taken from the text. Three are factual statements. The opinion, ‘” am sure ...” is a confident expression of hope.   ",R,3,3,M,7,3,Persuasive,Dear Uncle and Aunty,0,a,1
R3.1.1_M,Why is a pen mentioned in the text? A. To help you understand how to hold a toothbrush. B. Because you start in one corner with both a pen and a toothbrush. C. To show that you can brush your teeth in many different ways. D. Because you should take tooth brushing as seriously as writing.,A. To help you understand how to hold a toothbrush.       ,"This question requires identification of the purpose of a feature of the text: an analogy between a toothbrush and a pen. The task, first, is to find the reference to a pen, and then to reflect on the purpose of the analogy—that is, to help the reader “understand.” Although there are not multiple clues, there is very limited competing information. This was a Level 1a item in PISA 2009. [published in OECD report on PISA 2009, volume I, page 93]  ",R,3,1,M,8,1,Information,Brushing Your Teeth,0,a,1
R3.4.1_E,“Do our teeth become cleaner and cleaner the longer and harder we brush them?” Do you think this is a good way to start the text? Put a circle around Yes or No and explain your answer. YesNo          ,"Answers Yes and refers to: · The fact that it is a question, which makes the reader interested in finding the answer · The fact that this is a common idea, so the reader wants to know if it is true · The “we” of the sentence, which makes the reader personally involved OR Answers No and refers to: · The first sentence being a trick because the answer is “no” · The first sentence being confusing because it is wrong","Starting an information text with a question is a fairly common way to engage the reader’s interest, but it is not highly conventional. This question therefore fits the exceeds descriptor rather than meets. There is a variety of ways of providing an acceptable response, at the level of broad understanding or with reference to a detail of the sentence.          ",R,3,4,E,8,1,Information,Brushing Your Teeth,0,a,1
R1.1.1_M,Bente Hansen is an expert on tooth brushing. What does “expert” mean? A. Someone who knows a lot. B. Someone who is a doctor. C. Someone who is a teacher. D. Someone who helps others.,A. Someone who knows a lot.     ,"“Expert” is a word with which most grade eight students are likely to be familiar. The question asks for a definition of “expert” from options that are plausible in the context, so prior knowledge of the word is needed to answer the question correctly. (Note that while “expert” in English is likely to be a common word for grade eight students, this may not apply in other languages.)",R,1,1,M,8,1,Information,Brushing Your Teeth,0,a,1
R1.2.1_P,"Why should you brush your tongue, according to Bente Hansen?     ",Refers either to the bacteria OR getting rid of bad breath OR both. Response may paraphrase or quote directly from the text.   ,"The terms “Bente Hansen” and “tongue,” are both used only once in this short passage, in the final paragraph. “Bente Hansen” is found in a prominent position at the beginning of the paragraph. The information required, a reference to bacteria and/or bad breath, is in the sentence adjacent to the word “tongue.” There is no competing information. This was a Level 1b item in PISA 2009. [published in OECD report on PISA 2009, volume I, page 92–3]",R,1,2,P,8,1,Information,Brushing Your Teeth,0,a,1
R1.2.1_M,What do the British researchers recommend? A. That you brush your teeth as often as possible. B. That you do not try to brush your tongue. C. That you do not brush your teeth too hard. D. That you brush your tongue more often than your teeth.,C. That you do not brush your teeth too hard.        ,"The question gives a clear direction to the part of the text in which the information will be found, in the reference to ‘British researchers’. The term ‘British researchers’ is near to the target information (‘A two minute brush, without brushing too hard, gives the best result.’), but not adjacent, since it is separated by a sentence. This is a retrieval item since the words used in the question are directly or synonymously matched to words in the text. The word ‘recommends’ is synonymous with ‘gives the best results’. This was a Level 1a item in PISA 2009. (published in OECD report on PISA 2009, volume I, page 92)",R,1,2,M,8,1,Information,Brushing Your Teeth,0,a,1
R2.1.1_M,“British researchers say no. They have actually tried out many different alternatives ... ” What does “alternatives” refer to? A. Types of toothbrush B. Ways of brushing teeth C. Types of problems with teeth D. Researchers from different countries,B. Ways of brushing teeth       ,"Grade eight students may not know the meaning of “alternatives” but in the context of the passage as a whole, given the options, only “ways of brushing teeth” is a plausible correct answer. (Note that the word “alternatives” may include linguistic clues that make this item more or less difficult in languages other than English.)   ",R,2,1,M,8,1,Information,Brushing Your Teeth,0,a,1
R2.2.1_P,"According to the passage, how have British researchers found the perfect way to brush your teeth? A. By consulting with Bente Hansen B. By doing a survey of the public C. By analyzing the research literature D. By trying out different brushing techniques",D. By trying out different brushing techniques      ,The information required is located in two consecutive sentences at the beginning of the second paragraph. There is no plausible competing information.     ,R,2,2,P,8,1,Information,Brushing Your Teeth,0,a,1
R2.2.4_E,"Which of these statements would the British researchers definitely disagree with? A. The longer you brush your teeth, the better. B. You should only brush your teeth for two minutes. C. It’s a good idea to brush your tongue as well as your teeth. D. Tooth enamel is damaged by hard brushing.","A. The longer you brush your teeth, the better.        ","To answer this question correctly, it is necessary to read across at least two paragraphs (the first and the second) to identify the contrast between the findings of the British researchers (stated in the second paragraph) and the commonly held views outlined in the first paragraph. One of the options (“It’s a good idea to brush your tongue as well as your teeth”) depends on reading the third paragraph, which is advice from Bente Hansen. This does not contradict the findings of the British researchers. There is a good deal of competing information in the text. ",R,2,2,E,8,1,Information,Brushing Your Teeth,0,a,4
R2.2.5_P,What evidence is provided that it is not good to brush your teeth too hard?,Refers to damaging enamel and/or gums.,"The relationship between hard brushing and damage to enamel and gums is provided explicitly in the text, in consecutive sentences.",R,2,2,P,8,1,Information,Brushing Your Teeth,0,a,5
R2.3.1_P,What is this article about? A. The best way to brush your teeth. B. The best kind of toothbrush to use. C. The importance of good teeth. D. The way different people brush their teeth.  ,A. The best way to brush your teeth.       ,"The task requires identification of the main idea in a short continuous text. The idea is stated in the title of the text, so it is prominent. There is no requirement to distinguish between the main idea and secondary ideas in the text (which would make this an item illustrating R2.3.1_M), because the distractors are not ideas found in the text, although they are related to ideas in the text. This was a Level 1a item in PISA 2009. [published in OECD report on PISA 2009, volume I, page 91]",R,2,3,P,8,1,Information,Brushing Your Teeth,0,a,1
R1.2.2_M,Which country exports rice?    ,Nepal    ,"“Exports” can be directly matched to the fourth-row heading “Typical exports.” “Rice” is mentioned in the second column, which the column header identifies as “Vietnam.” The location of the information is not prominent (fourth row, second column). There is competing information, as rice is also a main crop for three countries.",R,1,2,M,8,2,Information (Non-continuous Text—Table),Country Fact File,0,a,2
R1.2.3_M,Name one country that grows and exports two of its crops. ,Afghanistan or Vietnam  ,One country must be identified that meets the criteria of both growing and exporting two of its crops. Two countries meet these criteria. Either is acceptable.,R,1,2,M,8,2,Information (Non-continuous Text—Table),Country Fact File,0,a,3
R1.3.2_M,Which country has an unusual bird? A. Afghanistan B. Vietnam C. Philippines D. Nepal,C. Philippines    ,"A synonymous match must be made between “bird” and the Philippines eagle. The information is not prominent, as it is in the last row. The competing information is that there are other unusual animals, but none of these are birds. ",R,1,3,M,8,2,Information (Non-continuous Text—Table),Country Fact File,0,a,2
R2.2.2_M,Vietnam produces fish. Which other country is likely to rely on the sea as a source of food? Copy a piece of information in the text that shows this. ,"Refers to Philippines and writes one of: “island,” “many islands,” “7,107 islands”   ","Fish is listed as a main crop for Vietnam, but there is no other reference to fish in this row. Two of the countries, Afghanistan and Nepal, are both landlocked, so it is implied that the Philippines, with thousands of islands, must be the other country likely to rely on fish as a source of food. There is no competing information; the challenge is to infer the link between the row headings of “Geography” and “Main Crops.”",R,2,2,M,8,2,Information (Non-continuous Text—Table),Country Fact File,0,a,2
R2.2.6_M,What do all the kinds of wildlife in the table have in common? A. They are large. B. They are horned. C. They are unusual. D. They are endangered.,C. They are unusual.     ,"The prominent main idea in the examples of wildlife is that they are unusual animals: longest horns, rarest mammal, largest eagle, and fourth largest mammal. The secondary ideas are the details of how each animal is unusual that cannot be generalized across the group.  ",R,2,2,M,8,2,Information (Non-continuous Text—Table),Country Fact File,0,a,6
R3.1.2_M,Some support has been provided to help the reader understand unfamiliar words. Give an example of one word and the support provided.,"Refers to the definition for exports or saola, e.g., saola (a kind of antelope)  ",The task is to locate a word where there is evidence of support provided to the reader to help understand the word. Two definitions are provided in brackets to explain the meaning of “exports” and “saola.” Either word with the definition is acceptable.,R,3,1,M,8,2,Information (Non-continuous Text—Table),Country Fact File,0,a,2
R3.1.3b_M,Who do you think this text was written for? Circle one:  Primary students  Secondary students  Use evidence from the text to give a reason for your choice.,"Provides a plausible reason, e.g., primary because text is short and simple OR secondary because there are lots of hard words OR circles both with a plausible explanation   ","The task is to select and then justify if the intended audience is likely to be primary or secondary students. Depending on context and likely reading skills of students, the vocabulary in the text may be considered complex and extensive, and therefore suited to secondary, or the vocabulary may be considered simple and the content relatively brief, and therefore appropriate to primary. Either justification is appropriate. A plausible reason that the text is suitable for either audience is also acceptable. ",R,3,1,M,8,2,Information (Non-continuous Text—Table),Country Fact File,0,b,3
R3.2.1_M,Maria says the typical exports show that Vietnam is the most successful country. Do you agree or disagree with Maria? Circle one.  AgreeDisagree  Use evidence from the text to give a reason for your choice.  ,"Selects either option and provides a plausible reason: Agrees and refers to Vietnam selling a greater diversity of goods / more goods, or disagrees and refers to Philippines selling electronic equipment / transport equipment (implies skill/value); Nepal making carpets/leather goods that require skill; Afghanistan selling saffron, which is very expensive","The task is to form an opinion about whether to agree or disagree with Maria’s interpretation of the typical exports and find supporting evidence. Vietnam sells a great diversity of goods, which is a plausible indication of success. The Philippines is the only country to export electronic goods, which might be considered an indication of success, as it implies manufacturing skill or the value of the product. It might also be argued that success is indicated for Nepal, as carpets and leather goods require complex manufacturing, or Afghanistan may be considered successful because saffron is an expensive crop. ",R,3,2,M,8,2,Information (Non-continuous Text—Table),Country Fact File,0,a,1
R3.3.1_M,Which of these statements is an opinion and which is a fact about the information in “Country Fact File”? Write “fact” or “opinion” next to each statement. · The Philippines has the best weather for a holiday. · Two of the countries are landlocked. · Vietnam has the greatest number of different exports. · All of the countries have interesting wildlife.,· The Philippines has the best weather for a holiday. (opinion) · Two of the countries are landlocked. (fact) · Vietnam has the greatest number of different exports. (fact) · All of the countries have interesting wildlife. (opinion)  ,"The question presents four statements about the text and requires making an independent judgement about each of the statements as to whether they are fact or opinion. This question should be relatively straightforward for those with an understanding of the concepts of “fact” and “opinion,” though the word “fact” in the title of the table may act as competing information.     ",R,3,3,M,8,2,Information (Non-continuous Text—Table),Country Fact File,0,a,1
R3.4.1_M,The information about each country could have been written out in sentences and in separate paragraphs. What is the main benefit of presenting the information in a table? ,"Refers to a substantial advantage of a tabular layout, e.g., making it easier to compare OR easier to locate information OR shorter and easier to read ","The task is an evaluation that requires recognizing the likely benefit to the reader of presenting the information in a table. This should be a conventional layout for grade eight. A plausible main benefit is that the table facilitates comparisons or makes it easier to find or read the information. Note, in some contexts, tables may be an unfamiliar text format, which would make this item much more difficult.",R,3,4,M,8,2,Information (Non-continuous Text—Table),Country Fact File,0,a,1
R3.1.3b_P,"A grade eight student said, “Only very small children would enjoy this story.” Do you agree?  Yes  No Circle your answer and give a reason using evidence from the text.     ","Answers Yes and refers to: Only young children believing that animals can talk The traditional fable style of the story Children liking rabbits OR  Answers No and refers to: The long and/or complicated plot Young children not understanding what happened Something for everyone (e.g., animals for younger audiences, complicated plot for older audiences)","This question could be answered at many levels of sophistication, but a basic level, such as interest in animals, which is prominent information in the story, is acceptable. Therefore, this item falls into the ‘P’ category.       ",R,3,1,P,8,3,Story,Lazy Rabbit,0,b,3
R3.2.1_M,Do you think the rabbit was right to be proud at the end of the story? Put a circle around Yes or No and explain your answer.  YesNo     ,Answers Yes and refers to: Getting the job done that his wife needed Lazy Rabbit having successfully tricked the big animals into doing his work  OR Answers No and refers to: Immorality of lying to / tricking the elephant and/or the whale Lazy Rabbit probably not telling his wife how he tricked the big animals,"The question requires drawing on a broad understanding of the story to give an opinion. Both “Yes” and “No” answers are acceptable, as long as appropriate evidence from the story is drawn upon.      ",R,3,2,M,8,3,Story,Lazy Rabbit,0,a,1
R2.2.1_E,Which of these could be taken as a lesson from the story? A. You should always tell the truth. B. It is better to be clever than strong. C. Being lazy will get you into trouble. D. Don’t try to have a contest with someone bigger than you.,B. It is better to be clever than strong.      ,"This question requires combining implicit information from across the text. The “lesson” can only be construed from reading and understanding the whole story, including the ending, when Lazy Rabbit conclusively wins the battle between his cleverness and the big animals’ strength.",R,2,2,E,8,3,Story,Lazy Rabbit,0,a,1
R2.2.3_M,Put numbers from 1 to 5 beside each event to show the order in which they happened. The first one has been done for you. · The ploughing of the Rabbits’ field was finished. · Giant Whale got annoyed with Lazy Rabbit. · Big Elephant slunk off in embarrassment. · Lazy Rabbit thought of a plan. (1) · Big Elephant and Giant Whale started pulling on their ropes.,The ploughing of the Rabbits’ field was finished. (4) Giant Whale got annoyed with Lazy Rabbit. (2) Big Elephant slunk off in embarrassment. (5) Lazy Rabbit thought of a plan. (1) Big Elephant and Giant Whale started pulling on their ropes. (3)   ,"The story is quite long and events are repeated with some variation, so to order the sequence of events stated in the question requires dealing with a lot of competing information. That the ploughing was finished is not stated in the story, though it is evident in the final sentence. Accordingly, the sequence of events is not presented in chronological order, putting this in the “exceeds” category. ",R,2,2,M,8,3,Story,Lazy Rabbit,0,a,3
R2.3.1_M,Which of these is the most important idea in the story? A. Big Elephant was annoyed with Lazy Rabbit. B. Lazy Rabbit was cleverer than the big animals. C. Giant Whale thought he was stronger than Lazy Rabbit. D. The big animals were ashamed at the end of the story.,B. Lazy Rabbit was cleverer than the big animals.      ,"All the alternatives are true statements about the story, but the incorrect options are secondary ideas; only alternative B captures the main idea by summing up the whole story.   ",R,2,3,M,8,3,Story,Lazy Rabbit,0,a,1
R3.1.1_M,What is the purpose of this piece of writing? A. To entertain B. To give an opinion C. To give information D. To tell how to do something,A. To entertain    ,"The piece is in a conventional story format. The purpose of the story is to entertain. The language is simple and the events are amusing. However, the purpose is not explicitly stated. ",R,3,1,M,8,3,Story,Lazy Rabbit,0,a,1
R3.1.3_M,Which of the following is most likely the intended audience of “Lazy Rabbit”? A. Scientists B. Farmers C. Children D. Animals,C. Children     ,The style of the story suggests that it is for an audience of children but this is not stated.    ,R,3,1,M,8,3,Story,Lazy Rabbit,0,a,3
R1.3.1_M,How did Big Elephant and Giant Whale feel at the end of the story? A. Proud B. Furious C. Hopeful D. Ashamed,D. Ashamed     ,"Many different words are used in the text to describe characters’ emotions. The word “furious” appears earlier in the text, and the words “hope” and “proudly,” as well as “embarrassed” (a synonym for “ashamed”), are used near the end of the story, providing competing information.",R,1,3,M,8,3,Story,Lazy Rabbit,0,a,1
R1.3.1_P,For how long did the rope-pulling competition between Big Elephant and Giant Whale go on? A. For a morning B. From sunrise to sunset C. For a day and a night D. For many weeks,C. For a day and a night     ,"“All day and all night” is a close synonymous match for “for a day and a night.” Only one other time period is mentioned in the text (“in the morning”); thus, there is limited competing information. ",R,1,3,P,8,3,Story,Lazy Rabbit,0,a,1
R2.2.3_M,"Write the numbers 1, 2, 3, and 4 next to the events to show the order in which they happened. · The balloon left Mumbai · Slits were opened in the balloon to let out hot air · The balloon went out towards the sea · The balloon went back over the land",· The balloon left Mumbai (1) · Slits were opened in the balloon to let out hot air (4) · The balloon went out towards the sea (2) · The balloon went back over the land (3)   ,"The information is scattered across the text, which does not present information in a chronological order.      ",R,2,2,M,9,1,Information (Non-continuous Text—Labeled Diagrams),Balloon,0,a,3
R3.1.1_M,Why does the drawing show two balloons?     A. To compare the size of Singhania’s balloon before and after it was inflated. B. To compare the size of Singhania’s balloon with that of other hot air balloons. C. To show that Singhania’s balloon looks small from the ground. D. To show that Singhania’s balloon almost collided with another balloon. What is the overall purpose of the text? A. To give information. B. To tell a story. C. To give instructions. D. To give an opinion.,B. To compare the size of Singhania’s balloon with that of other hot air balloons.            A. To give information.    ,"The task requires identifying the purpose of including a feature of a text (the two drawings of balloons). The purpose is not stated and needs to be inferred by the reader. This was a Level 2 item in PISA 2009. [published in OECD report on PISA 2009, volume I, page 101]         This requires a general understanding of text type, using existing knowledge about purposes of different texts, applied to a particular text.  ",R,3,1,M,9,1,Information (Non-continuous Text—Labeled Diagrams),Balloon,0,a,1
R3.4.1_M,Do you think the image of the map at the bottom of the text is useful? Explain your answer.      ,"Answers Yes and refers to helping to locate the event (generally) / showing the starting point of the flight (accept, even though not strictly accurate) / providing further information about the event (vague but acceptable) OR Answers No and refers to the crowdedness of the diagram, the lack of labelling, the lack of reference to the main diagram (above)",The task requires evaluating a feature of the text. The map with the inset square is a conventional device in this kind of information text. Reasons may plausibly be given for either a positive or a negative evaluation.     ,R,3,4,M,9,1,Information (Non-continuous Text—Labeled Diagrams),Balloon,0,a,1
R1.2.1_M,How many meters above sea level was Singhania’s height record?     ,"21,000 meters above sea level / 21,000 m / 21,000 / twenty-one thousand     ","This is a mixed text, with continuous and non-continuous parts. The required information is given in a continuous part of the text. The term “height record” (direct match) is in the title, with the number of meters given at the end of the short paragraph below the title. There is competing information, as other heights are shown in the text. “How many meters” is equivalent to a “what” question.",R,1,2,M,9,1,Information (Non-continuous Text—Labeled Diagrams),Balloon,0,a,1
R1.2.2_M,What fabric was Singhania’s balloon made from?     ,Nylon      ,"This is a mixed text, with continuous and non-continuous parts. The required information is in a non-continuous part of the text (a label). The required information is not prominent, as it is one of many scattered labels on the diagram. The question uses the word “fabric,” which is a direct match to the word in the text. Competing information is given with other features of the balloon that are listed.",R,1,2,M,9,1,Information (Non-continuous Text—Labeled Diagrams),Balloon,0,a,2
R2.1.1_M,"What is a “gondola” in this text? A. A boat without a motor found on canals and other waterways. B. A type of space suit worn by pilots within the earth’s atmosphere. C. An enclosed compartment for the pilot below a balloon. D. A small balloon attached to a main balloon, used as a weather gauge.",An enclosed compartment for the pilot below a balloon.       ,"The meaning of the word can be worked out from clues in the diagram: the word “gondola” has a line to the illustration and there is further description of its features below the word. (In English, many young people would know that a “gondola” is a boat from Venice, but a gondola that is part of a hot air balloon is likely to be an unfamiliar term.)   ",R,2,1,M,9,1,Information (Non-continuous Text—Labeled Diagrams),Balloon,0,a,1
